ts,device,co,humidity,light,lpg,motion,smoke,temp
1594512094.3859746,b8:27:eb:bf:9d:51,0.0049559386483912,51.0,False,0.0076508222705571,False,0.0204112701224129,22.7
1594512094.7355676,00:0f:00:70:91:0a,0.0028400886071015,76.0,False,0.005114383400977,False,0.0132748367048515,19.700000762939453
1594512098.0735729,b8:27:eb:bf:9d:51,0.0049760123404216,50.9,False,0.007673227406398,False,0.0204751255761782,22.6
1594512099.589146,1c:bf:ce:15:ec:4d,0.0044030268296996,76.80000305175781,True,0.0070233371458773,False,0.0186282253770188,27.0
1594512101.761235,b8:27:eb:bf:9d:51,0.0049673636419089,50.9,False,0.0076635772823724,False,0.0204476208102336,22.6
1594512104.4684107,1c:bf:ce:15:ec:4d,0.0043910039545833,77.9000015258789,True,0.0070094585431387,False,0.0185889075400507,27.0
1594512105.4488635,b8:27:eb:bf:9d:51,0.0049760251182241,50.9,False,0.0076732416602977,False,0.0204751662043622,22.6
1594512106.869076,00:0f:00:70:91:0a,0.0029381156266604,76.0,False,0.0052414818417311,False,0.0136275211320191,19.700000762939453
1594512108.2753816,1c:bf:ce:15:ec:4d,0.0043454713595732,77.9000015258789,True,0.0069568023772355,False,0.0184397819021168,27.0
1594512109.1366868,b8:27:eb:bf:9d:51,0.0049702557644185,50.9,False,0.0076668047981169,False,0.0204568196070641,22.6
1594512112.798518,b8:27:eb:bf:9d:51,0.0049602086559659,50.9,False,0.0076555903135563,False,0.0204248581520852,22.6
1594512115.2885425,1c:bf:ce:15:ec:4d,0.0043830438373499,78.0,True,0.0070002640007672,False,0.0185628624857915,27.0
1594512116.4982605,b8:27:eb:bf:9d:51,0.004971644949355,50.9,False,0.0076683548991553,False,0.020461237669931,22.6
1594512119.0980136,1c:bf:ce:15:ec:4d,0.0044514976308125,78.0,True,0.0070791835001313,False,0.0187864905644235,27.0
1594512120.184931,b8:27:eb:bf:9d:51,0.0049645645184779,50.9,False,0.0076604530556132,False,0.0204387166506673,22.6
1594512122.7857318,00:0f:00:70:91:0a,0.0029050147565559,75.80000305175781,False,0.0051986974792943,False,0.0135087333295562,19.700000762939453
1594512123.8726196,b8:27:eb:bf:9d:51,0.004975983419764,50.9,False,0.0076731951447764,False,0.0204750336202321,22.6
1594512127.5601883,b8:27:eb:bf:9d:51,0.0049602086559659,50.9,False,0.0076555903135563,False,0.0204248581520852,22.6
1594512129.374153,1c:bf:ce:15:ec:4d,0.0044393227660596,77.9000015258789,True,0.007065171934738,False,0.0187467746098437,27.0
1594512131.2478008,b8:27:eb:bf:9d:51,0.0049561192016563,50.9,False,0.0076510239057846,False,0.020411844733363,22.6
1594512131.4763763,00:0f:00:70:91:0a,0.0029381156266604,75.80000305175781,False,0.0052414818417311,False,0.0136275211320191,19.700000762939453
